ViolationID,VehicleID,ViolationType,Severity,Timestamp,LocationID,Latitude,Longitude
V1,VH9033,Seat Belt Violation,Low,2024-01-19 02:17:00,L24,17.37194077973747,78.47284514333059
V2,VH4563,Signal Jump,Medium,2024-01-10 21:11:00,L11,17.409605439906237,78.46007601077572
V3,VH1140,Overspeeding,High,2024-02-24 18:22:00,L5,17.4219366791152,78.49755503871235
V4,VH2871,Seat Belt Violation,Medium,2024-02-27 13:43:00,L1,17.352878112752062,78.52316392699095
V5,VH4831,Wrong Parking,Low,2024-01-26 23:01:00,L21,17.41502206693081,78.4476126160463
V6,VH5632,Wrong Parking,Medium,2024-02-05 11:01:00,L30,17.350324801532818,78.48260956702937
V7,VH1920,No Helmet,Medium,2024-02-05 11:00:00,L24,17.367054099465143,78.47113031275624
V8,VH2678,Signal Jump,High,2024-02-16 18:54:00,L30,17.36007030445952,78.52572667509372
V9,VH9517,No Helmet,High,2024-01-15 17:36:00,L2,17.381663139641024,78.47252103356355
V10,VH6772,No Helmet,High,2024-02-12 07:11:00,L24,17.379702345136618,78.46952650437005
V11,VH7836,No Helmet,Medium,2024-02-07 10:18:00,L20,17.382188174633797,78.46465357898086
V12,VH8617,Wrong Parking,High,2024-03-09 13:39:00,L7,17.431180683233727,78.51414139081633
V13,VH6491,No Helmet,High,2024-03-04 06:43:00,L6,17.349078461074587,78.49880043928627
V14,VH9882,Overspeeding,Low,2024-01-18 02:59:00,L14,17.367637477485964,78.4478801413394
V15,VH2686,Signal Jump,Low,2024-02-19 21:38:00,L30,17.335351924873383,78.52055967490871
V16,VH2364,Signal Jump,Low,2024-01-15 10:56:00,L12,17.343202504276466,78.53409896252562
V17,VH4629,Seat Belt Violation,Medium,2024-03-06 19:42:00,L26,17.345423640276067,78.47514744921439
V18,VH5283,Signal Jump,Low,2024-02-16 06:22:00,L25,17.34200927120925,78.46389941540777
V19,VH9690,No Helmet,High,2024-02-17 21:54:00,L22,17.39785477375475,78.5245253952331
V20,VH7151,Wrong Parking,Medium,2024-02-11 12:58:00,L9,17.376837866560077,78.53367406962728
V21,VH8022,Signal Jump,Medium,2024-03-02 04:47:00,L3,17.365041486970785,78.4368670635667
V22,VH6988,Overspeeding,Low,2024-01-18 00:44:00,L1,17.425992385873055,78.44348978674634
V23,VH6387,Wrong Parking,Medium,2024-02-14 15:31:00,L26,17.432351038209422,78.45590076803751
V24,VH9781,Seat Belt Violation,Low,2024-01-20 11:39:00,L17,17.378199007782253,78.51964501517315
V25,VH8455,Seat Belt Violation,High,2024-01-16 14:06:00,L4,17.364341297685826,78.50491915815745
V26,VH7540,No Helmet,Medium,2024-02-28 03:25:00,L2,17.359065593084487,78.46452991339166
V27,VH3797,No Helmet,Medium,2024-03-01 01:14:00,L21,17.42096140751362,78.5061213592537
V28,VH6938,Seat Belt Violation,Medium,2024-01-30 09:26:00,L20,17.408037229545318,78.45622481377875
V29,VH3282,Signal Jump,Low,2024-03-06 07:54:00,L18,17.408544890629603,78.49090733159838
V30,VH4266,Signal Jump,Medium,2024-02-20 13:19:00,L4,17.379902606929164,78.51504449687343
V31,VH6638,Wrong Parking,Medium,2024-02-19 17:18:00,L15,17.427770968954786,78.53434843532858
V32,VH1509,Overspeeding,High,2024-02-11 21:32:00,L4,17.398549388833707,78.50363025484721
V33,VH1493,No Helmet,Medium,2024-02-11 07:18:00,L23,17.411505942566684,78.4705334262466
V34,VH9688,Overspeeding,Medium,2024-02-12 21:08:00,L14,17.416908968287323,78.48400729017926
V35,VH1581,Wrong Parking,Low,2024-03-01 04:12:00,L4,17.403399313221872,78.49861229270272
V36,VH6035,Wrong Parking,High,2024-02-24 17:06:00,L7,17.39608276624749,78.44724260330483
V37,VH7990,Signal Jump,Low,2024-02-17 00:11:00,L4,17.381546153629877,78.53463337306218
V38,VH5591,Signal Jump,Low,2024-02-02 03:29:00,L14,17.41845074060748,78.46345618495607
V39,VH7567,Seat Belt Violation,Medium,2024-02-17 17:27:00,L16,17.399841815053776,78.49884931894036
V40,VH3136,Seat Belt Violation,High,2024-01-31 09:14:00,L24,17.350857073907985,78.48918950809299
V41,VH8674,Seat Belt Violation,Medium,2024-01-07 04:20:00,L10,17.379906012218125,78.43855201880561
V42,VH5196,No Helmet,Low,2024-01-27 04:14:00,L25,17.371907512258904,78.5217859398923
V43,VH5053,Overspeeding,High,2024-03-03 08:17:00,L19,17.402227825394263,78.52990697954439
V44,VH2638,Wrong Parking,High,2024-01-12 01:40:00,L13,17.372840073737624,78.45494410751853
V45,VH2317,Overspeeding,Medium,2024-03-06 12:39:00,L11,17.399747419103907,78.44637710241183
V46,VH8276,Overspeeding,High,2024-02-04 10:39:00,L23,17.394049014644498,78.47700362986191
V47,VH9490,Seat Belt Violation,High,2024-01-24 00:16:00,L30,17.352375804099342,78.46618908001481
V48,VH7803,Wrong Parking,High,2024-02-11 01:29:00,L1,17.337195634383075,78.50484661850719
V49,VH1190,Wrong Parking,High,2024-02-26 13:10:00,L19,17.347249511773246,78.48148542686134
V50,VH8529,Overspeeding,High,2024-01-24 16:56:00,L21,17.385641365946753,78.45471248112472
V51,VH5013,No Helmet,High,2024-02-28 12:36:00,L15,17.4016223581034,78.47075191351509
V52,VH2536,Wrong Parking,Low,2024-02-10 11:59:00,L4,17.394974090288454,78.46057056353033
V53,VH4036,Signal Jump,Low,2024-01-25 04:32:00,L25,17.373139455658297,78.46429108347539
V54,VH3255,Wrong Parking,Low,2024-03-01 03:21:00,L24,17.39737758217005,78.53644323449042
V55,VH1634,Signal Jump,High,2024-02-01 15:07:00,L12,17.4057351704716,78.44273908889483
V56,VH4223,Overspeeding,Low,2024-01-06 21:45:00,L26,17.423032620457924,78.53098014234222
V57,VH4879,Overspeeding,High,2024-02-04 03:43:00,L11,17.381529094211327,78.448111608218
V58,VH8985,Wrong Parking,Medium,2024-02-01 16:42:00,L14,17.432387244633514,78.44259145424869
V59,VH9268,Signal Jump,Medium,2024-02-09 12:06:00,L4,17.338552797019204,78.48943255314819
V60,VH6123,No Helmet,High,2024-02-05 11:00:00,L27,17.408116918351514,78.46474730312863
V61,VH4919,Overspeeding,High,2024-03-09 23:46:00,L21,17.405733378577708,78.46275157929901
V62,VH9559,Overspeeding,High,2024-01-28 20:16:00,L12,17.37116687137212,78.5034710615936
V63,VH1478,Signal Jump,Low,2024-02-10 02:06:00,L3,17.42704725104065,78.51813399955675
V64,VH2322,Seat Belt Violation,High,2024-01-13 22:42:00,L17,17.398523484156936,78.51377697806964
V65,VH5250,Wrong Parking,High,2024-02-07 23:31:00,L12,17.35235451678984,78.44893100867597
V66,VH3679,No Helmet,Medium,2024-01-18 19:48:00,L11,17.397140357250848,78.44940728160759
V67,VH9259,No Helmet,High,2024-01-15 12:22:00,L11,17.426071377901728,78.50871281443861
V68,VH1327,Seat Belt Violation,Low,2024-02-06 15:09:00,L21,17.411885585983637,78.4914239747202
V69,VH6402,Wrong Parking,High,2024-02-09 16:37:00,L22,17.41254827864113,78.43747993425441
V70,VH1456,Signal Jump,High,2024-03-06 00:00:00,L28,17.351722627381978,78.44840189976922
V71,VH5722,Signal Jump,High,2024-01-23 02:14:00,L7,17.352691240255165,78.5253299053426
V72,VH1061,Signal Jump,Low,2024-02-16 04:37:00,L23,17.424146873645732,78.50737689576663
V73,VH3965,Overspeeding,High,2024-01-25 01:18:00,L9,17.356996017150763,78.45193895007831
V74,VH7591,No Helmet,Medium,2024-02-19 00:32:00,L21,17.35674708981252,78.51025514969587
V75,VH2152,Wrong Parking,High,2024-01-26 17:29:00,L13,17.35889332649646,78.4410265341406
V76,VH9756,Seat Belt Violation,Low,2024-02-04 12:08:00,L5,17.398862486342942,78.46971848887829
V77,VH8023,No Helmet,Low,2024-03-02 10:16:00,L7,17.425936732676988,78.52432911775198
V78,VH9697,Wrong Parking,Low,2024-01-22 19:13:00,L8,17.381774458601257,78.47105661561002
V79,VH4232,Overspeeding,High,2024-02-26 02:12:00,L6,17.385035286367074,78.53273495552901
V80,VH4743,Wrong Parking,High,2024-01-22 18:43:00,L29,17.360790661010704,78.45878827091269
V81,VH8071,Signal Jump,Medium,2024-03-02 01:50:00,L24,17.41605500204983,78.52595610551609
V82,VH8061,No Helmet,Medium,2024-01-25 13:27:00,L4,17.401636629274027,78.46129266261902
V83,VH2060,Signal Jump,Medium,2024-02-01 21:27:00,L27,17.35322509995842,78.44928506413815
V84,VH8670,Wrong Parking,Low,2024-01-08 08:51:00,L27,17.396559188953105,78.51454149390572
V85,VH9774,Wrong Parking,High,2024-02-10 07:14:00,L30,17.339094151103193,78.4378743463162
V86,VH2693,Seat Belt Violation,High,2024-02-15 22:13:00,L4,17.415248277537675,78.53646435400367
V87,VH6793,Wrong Parking,Medium,2024-01-19 17:00:00,L7,17.411309301236486,78.53231730149416
V88,VH4187,Overspeeding,Low,2024-01-26 22:39:00,L18,17.3515799212452,78.48478542656459
V89,VH2838,Overspeeding,Low,2024-02-05 20:48:00,L5,17.42822805297565,78.46766822072672
V90,VH6426,No Helmet,Medium,2024-01-29 05:53:00,L29,17.363667430563936,78.49607628073609
V91,VH7774,Wrong Parking,Medium,2024-03-07 10:59:00,L7,17.3892294645241,78.49701781718147
V92,VH4075,No Helmet,High,2024-03-02 17:19:00,L26,17.380186310589565,78.48025558819225
V93,VH6107,Wrong Parking,Low,2024-01-21 22:58:00,L28,17.423407328366725,78.53508585351696
V94,VH8514,Seat Belt Violation,High,2024-02-22 04:14:00,L27,17.379992123035304,78.44974448730805
V95,VH9483,Seat Belt Violation,Low,2024-01-28 12:54:00,L21,17.397596133362804,78.45079166969244
V96,VH4271,No Helmet,High,2024-02-07 11:19:00,L22,17.39029110557093,78.53307909620737
V97,VH8038,Wrong Parking,High,2024-01-30 00:59:00,L17,17.37158292192307,78.49009286327122
V98,VH1385,Seat Belt Violation,Medium,2024-01-02 16:30:00,L2,17.390747082433027,78.5283795787369
V99,VH2921,No Helmet,High,2024-01-26 12:30:00,L25,17.40426752814006,78.47999330694623
V100,VH7721,Seat Belt Violation,Low,2024-01-09 01:14:00,L19,17.364824518035263,78.44512181947884
V101,VH2785,Overspeeding,Medium,2024-02-18 21:27:00,L24,17.382663928603616,78.49633682837153
V102,VH8693,Wrong Parking,Low,2024-02-21 11:11:00,L13,17.381643296304087,78.46238514742288
V103,VH6390,Signal Jump,High,2024-01-17 00:33:00,L13,17.41552230974602,78.46794946362331
V104,VH3982,Overspeeding,Medium,2024-03-04 00:15:00,L9,17.393501804626734,78.48569947802063
V105,VH6609,Wrong Parking,Low,2024-01-28 22:09:00,L11,17.42563998780743,78.49177214311968
V106,VH9924,Wrong Parking,Medium,2024-02-09 16:10:00,L29,17.383078566736053,78.43743599853065
V107,VH6895,Signal Jump,Low,2024-02-03 21:54:00,L20,17.364145550536474,78.49284950542231
V108,VH3818,No Helmet,Low,2024-01-05 23:06:00,L26,17.39337108724084,78.45772969034967
V109,VH4766,No Helmet,Low,2024-02-03 15:09:00,L3,17.393742717217986,78.49059493709568
V110,VH1728,No Helmet,Low,2024-01-16 03:14:00,L29,17.335915879556783,78.44912914932405
V111,VH9334,No Helmet,Medium,2024-01-05 19:28:00,L16,17.338929709765374,78.49825314522131
V112,VH5408,No Helmet,High,2024-02-19 04:44:00,L2,17.432702212382296,78.48729346661847
V113,VH8631,Overspeeding,Medium,2024-02-29 03:32:00,L3,17.419831867769773,78.45647854108292
V114,VH9057,No Helmet,High,2024-01-12 18:12:00,L30,17.42689263708629,78.47383059741247
V115,VH9371,Signal Jump,Low,2024-01-31 21:35:00,L6,17.33812591438819,78.49824097856606
V116,VH3083,Overspeeding,Low,2024-01-12 21:34:00,L15,17.339407709198753,78.5103103490529
V117,VH9480,No Helmet,High,2024-01-20 13:24:00,L20,17.361735353918252,78.46472106702664
V118,VH6768,No Helmet,High,2024-02-20 11:13:00,L5,17.428955813973456,78.47255857514673
V119,VH2876,Seat Belt Violation,Medium,2024-01-24 07:49:00,L4,17.385663529116826,78.47753584752313
V120,VH8043,Signal Jump,High,2024-03-02 13:43:00,L2,17.425729555272763,78.50073101204912
V121,VH2415,Wrong Parking,Medium,2024-01-05 15:33:00,L13,17.345766910432346,78.46802603270099
V122,VH1013,Overspeeding,Low,2024-02-06 09:15:00,L21,17.335771890502397,78.52516128552875
V123,VH9376,Overspeeding,Medium,2024-03-10 04:24:00,L2,17.398416871309784,78.45108388889018
V124,VH1199,Overspeeding,High,2024-01-15 07:37:00,L22,17.341268850565513,78.47677448719207
V125,VH2656,No Helmet,Low,2024-01-10 16:02:00,L9,17.3744781700211,78.51208127537747
V126,VH4702,No Helmet,Low,2024-02-23 04:50:00,L25,17.429113411427544,78.45283601781999
V127,VH1229,Wrong Parking,High,2024-02-23 18:51:00,L2,17.385389069338064,78.451064504668
V128,VH8455,Wrong Parking,Medium,2024-01-18 04:52:00,L18,17.351934989286157,78.44645591274019
V129,VH8069,Wrong Parking,Medium,2024-01-04 20:48:00,L21,17.38447590858988,78.44125556425186
V130,VH8009,Wrong Parking,High,2024-02-28 10:38:00,L9,17.339537064498117,78.52295938700429
V131,VH5911,Seat Belt Violation,High,2024-02-15 16:19:00,L23,17.410791879832733,78.44625186819464
V132,VH9725,Wrong Parking,High,2024-03-01 04:10:00,L6,17.43393092309034,78.50451600530882
V133,VH7955,Seat Belt Violation,High,2024-01-20 02:07:00,L4,17.36726393653008,78.45186801746459
V134,VH8151,Wrong Parking,Low,2024-03-09 13:22:00,L1,17.420625892463338,78.49701914967594
V135,VH2648,Overspeeding,Low,2024-01-27 21:57:00,L28,17.409938439506828,78.51651168653643
V136,VH7841,Overspeeding,Medium,2024-01-21 00:43:00,L19,17.342650413636886,78.5005146950601
V137,VH2157,Seat Belt Violation,Medium,2024-01-25 01:58:00,L19,17.351283357611592,78.48382509626866
V138,VH4958,Signal Jump,Low,2024-02-08 05:56:00,L19,17.348205668961445,78.45447362176971
V139,VH4246,Signal Jump,Medium,2024-03-02 07:34:00,L11,17.343389691439693,78.45993515242768
V140,VH7809,Signal Jump,Low,2024-01-03 04:51:00,L23,17.360581284021674,78.52740851086295
V141,VH9688,No Helmet,Low,2024-01-03 04:27:00,L11,17.392512680983277,78.46352913877219
V142,VH2658,Wrong Parking,Medium,2024-01-06 10:17:00,L16,17.412356451783417,78.45963735222392
V143,VH6966,Wrong Parking,Low,2024-03-02 22:41:00,L13,17.363899228637692,78.44197667817595
V144,VH3904,Wrong Parking,High,2024-02-24 20:19:00,L18,17.409784608631423,78.46116186784853
V145,VH1414,Overspeeding,High,2024-02-20 19:23:00,L6,17.364517459895595,78.50669597024806
V146,VH8432,No Helmet,High,2024-02-18 20:35:00,L6,17.361939528322957,78.50459668275121
V147,VH5002,Signal Jump,Low,2024-03-07 16:58:00,L2,17.352583985519846,78.46063633501132
V148,VH6404,Signal Jump,Low,2024-02-04 11:55:00,L13,17.356243945713345,78.5340092557895
V149,VH8411,No Helmet,Medium,2024-02-23 06:09:00,L15,17.3604116239533,78.49072754546405
V150,VH2094,No Helmet,High,2024-01-01 13:37:00,L18,17.355171751128278,78.4843623362792
V151,VH3749,Wrong Parking,High,2024-01-27 17:21:00,L6,17.361866125067152,78.51765330689447
V152,VH7619,Wrong Parking,High,2024-02-01 12:57:00,L8,17.377810355679266,78.52195426506793
V153,VH4476,Overspeeding,Low,2024-02-12 23:03:00,L5,17.362881914087136,78.50550326350138
V154,VH2246,Overspeeding,Low,2024-02-20 14:14:00,L19,17.418386964703156,78.44623335407314
V155,VH3182,Wrong Parking,Medium,2024-01-21 13:57:00,L22,17.404166847255183,78.43995095109835
V156,VH8614,Wrong Parking,Medium,2024-01-10 07:45:00,L19,17.37227039724045,78.50404779151721
V157,VH3799,No Helmet,Low,2024-02-02 09:47:00,L4,17.417167960604864,78.46304097736862
V158,VH8427,Seat Belt Violation,Low,2024-02-17 05:31:00,L25,17.36331152590545,78.44599430548534
V159,VH2478,Overspeeding,Medium,2024-01-18 18:57:00,L25,17.346756073698383,78.44787040616785
V160,VH4730,No Helmet,Low,2024-02-21 12:23:00,L5,17.41979293653878,78.47844246035423
V161,VH3526,No Helmet,Medium,2024-01-25 05:49:00,L8,17.401750893897173,78.44659425900137
V162,VH2205,Seat Belt Violation,Low,2024-01-30 04:08:00,L20,17.342051401889236,78.50675373239913
V163,VH1423,Signal Jump,High,2024-02-02 12:06:00,L8,17.42212945451307,78.47711527837006
V164,VH9818,Overspeeding,Low,2024-02-29 10:54:00,L30,17.379152029369433,78.45553561441528
V165,VH9859,Seat Belt Violation,Low,2024-03-09 18:21:00,L21,17.372566723006965,78.45352350358664
V166,VH7930,No Helmet,Low,2024-01-12 00:35:00,L3,17.41941394237598,78.43690695255196
V167,VH9126,Overspeeding,High,2024-01-18 12:24:00,L18,17.353760225498153,78.45222162180221
V168,VH9820,No Helmet,Low,2024-01-04 20:45:00,L29,17.377974653200322,78.45290195507529
V169,VH4230,Wrong Parking,High,2024-02-05 07:58:00,L25,17.368147360515394,78.50553901062943
V170,VH6768,No Helmet,High,2024-03-05 05:21:00,L22,17.394853315633682,78.49171314925248
V171,VH7160,Seat Belt Violation,High,2024-01-24 03:19:00,L15,17.37290496592198,78.46302528351785
V172,VH5198,Overspeeding,Low,2024-02-02 18:28:00,L1,17.345857314452928,78.52501797004743
V173,VH1208,Overspeeding,Medium,2024-03-02 01:25:00,L23,17.375790220689986,78.46943180127174
V174,VH9866,Seat Belt Violation,Medium,2024-03-09 07:46:00,L14,17.339337952615264,78.45789676911735
V175,VH1443,Wrong Parking,Medium,2024-02-06 04:04:00,L4,17.337420145948382,78.44885718408092
V176,VH5622,No Helmet,Medium,2024-02-10 23:08:00,L21,17.415171708998727,78.46570226928516
V177,VH5772,Overspeeding,Low,2024-01-09 13:10:00,L15,17.407455377911216,78.44874981532477
V178,VH1750,Wrong Parking,Medium,2024-01-31 16:38:00,L29,17.364471659710723,78.4468305609899
V179,VH9615,Overspeeding,Low,2024-02-25 04:54:00,L6,17.371048893795056,78.44025583435362
V180,VH5453,No Helmet,Medium,2024-02-18 15:47:00,L4,17.413099478759747,78.45567676836706
V181,VH1002,No Helmet,Medium,2024-01-09 14:25:00,L6,17.338615717727723,78.53400455031851
V182,VH6798,Seat Belt Violation,High,2024-01-09 18:45:00,L17,17.431409337531512,78.44590273574111
V183,VH7128,No Helmet,Medium,2024-01-07 05:33:00,L24,17.37088222688649,78.44238804164256
V184,VH7592,No Helmet,High,2024-01-07 05:39:00,L12,17.426202123389537,78.43698732193309
V185,VH8810,Seat Belt Violation,High,2024-01-08 09:52:00,L18,17.366450237250998,78.512904831235
V186,VH5148,Overspeeding,Medium,2024-01-29 15:16:00,L14,17.40683443676389,78.45135836166159
V187,VH7779,Signal Jump,High,2024-02-25 15:23:00,L19,17.362555031065373,78.48735653481326
V188,VH1086,Seat Belt Violation,Medium,2024-03-09 02:43:00,L29,17.434473662710566,78.48145186491463
V189,VH8219,Seat Belt Violation,Low,2024-03-04 02:14:00,L23,17.422635441202655,78.48652903456764
V190,VH4379,Overspeeding,Medium,2024-02-13 04:05:00,L1,17.41196857900374,78.53509090531443
V191,VH9181,Signal Jump,Low,2024-01-18 22:14:00,L8,17.364630201705687,78.49531974267433
V192,VH2724,No Helmet,High,2024-02-01 09:48:00,L22,17.369050278264083,78.52968571073046
V193,VH3357,Wrong Parking,Medium,2024-01-06 14:03:00,L6,17.380419304473204,78.52789907485418
V194,VH6000,Wrong Parking,Medium,2024-02-21 00:54:00,L10,17.377041894474587,78.49219495105109
V195,VH5159,Wrong Parking,Medium,2024-03-09 04:41:00,L2,17.403832499511793,78.51620768940008
V196,VH3149,Wrong Parking,Low,2024-01-05 19:44:00,L1,17.369156413168568,78.51061461840786
V197,VH4273,Wrong Parking,Medium,2024-01-15 05:55:00,L4,17.396872193415177,78.52076073283482
V198,VH7393,Overspeeding,High,2024-01-20 17:16:00,L25,17.358655012348464,78.44773058960492
V199,VH7843,Signal Jump,Medium,2024-03-09 23:28:00,L15,17.34017138277898,78.5025454241447
V200,VH7372,Signal Jump,High,2024-02-10 10:56:00,L20,17.38313937230058,78.48924885373224
V201,VH1184,No Helmet,High,2024-01-22 21:13:00,L16,17.3867783710033,78.50211859253012
V202,VH9333,Signal Jump,High,2024-02-29 08:46:00,L22,17.357633028695215,78.53399469943378
V203,VH3083,Seat Belt Violation,Low,2024-01-06 03:17:00,L16,17.357952404962344,78.44837590212282
V204,VH3629,Wrong Parking,Medium,2024-02-12 16:57:00,L4,17.41487077979026,78.53087559954432
V205,VH9149,Wrong Parking,High,2024-01-16 14:06:00,L14,17.3969866164881,78.43772371387132
V206,VH6328,No Helmet,Medium,2024-02-11 01:17:00,L9,17.36196337488339,78.52909738807278
V207,VH5131,Signal Jump,Medium,2024-02-16 22:45:00,L24,17.389301113784907,78.50174814550482
V208,VH5993,Overspeeding,Low,2024-01-12 17:59:00,L10,17.366359642352194,78.45882819714618
V209,VH3396,Wrong Parking,Low,2024-01-16 23:57:00,L9,17.420841314293448,78.48761752260963
V210,VH2632,Wrong Parking,Medium,2024-01-22 12:01:00,L8,17.37613893932543,78.46828388379026
V211,VH5870,Seat Belt Violation,Low,2024-02-25 09:08:00,L29,17.41427787676962,78.49575474146165
V212,VH8446,No Helmet,Medium,2024-02-17 10:38:00,L19,17.392762049793767,78.50236140604179
V213,VH8417,Wrong Parking,High,2024-02-06 10:26:00,L26,17.41228813135883,78.47352112672445
V214,VH8413,Signal Jump,High,2024-01-14 04:37:00,L25,17.393468057099668,78.49808692158162
V215,VH8959,Signal Jump,Medium,2024-01-01 13:41:00,L7,17.33967605280077,78.43739465162058
V216,VH6500,Overspeeding,Medium,2024-03-08 03:24:00,L26,17.366925205641746,78.468281734104
V217,VH4480,Signal Jump,High,2024-01-09 12:22:00,L2,17.40121701723526,78.48069245617724
V218,VH9420,Overspeeding,High,2024-02-27 13:08:00,L22,17.389823023841988,78.49925002285768
V219,VH3367,Wrong Parking,Medium,2024-01-20 05:47:00,L18,17.36255192746452,78.44724509798729
V220,VH1533,No Helmet,High,2024-01-23 06:07:00,L14,17.420418909041203,78.49166680107005
V221,VH6674,Seat Belt Violation,Low,2024-01-09 08:17:00,L16,17.347492711519696,78.48635295421668
V222,VH8042,Wrong Parking,High,2024-02-17 03:35:00,L10,17.36237760720733,78.52195323412977
V223,VH3277,Wrong Parking,Medium,2024-02-22 23:20:00,L26,17.358143742628876,78.53212634224788
V224,VH3154,No Helmet,High,2024-02-02 16:19:00,L26,17.43043205759413,78.51218886018331
V225,VH5508,Seat Belt Violation,Low,2024-01-10 19:50:00,L21,17.370134440378475,78.47910594869944
V226,VH1573,Wrong Parking,High,2024-02-04 16:32:00,L26,17.386954526975607,78.5249415769844
V227,VH1782,Seat Belt Violation,High,2024-01-05 00:12:00,L6,17.414358790224256,78.44816031369064
V228,VH4667,Signal Jump,Low,2024-02-06 17:14:00,L22,17.374321816836744,78.53110145421445
V229,VH2723,Seat Belt Violation,High,2024-01-09 13:35:00,L26,17.352732566934883,78.48635930529939
V230,VH4178,Signal Jump,High,2024-01-16 05:39:00,L20,17.365454966850027,78.52457449713256
V231,VH6098,Signal Jump,Medium,2024-02-15 20:41:00,L25,17.353818259658993,78.53181992901126
V232,VH8889,Overspeeding,High,2024-02-14 12:55:00,L23,17.41643040082678,78.521358446797
V233,VH4743,Overspeeding,High,2024-01-07 13:40:00,L17,17.35680318420445,78.44999237452085
V234,VH5702,No Helmet,Low,2024-01-21 19:13:00,L1,17.34708056099637,78.49612560951702
V235,VH6457,Overspeeding,Low,2024-02-20 15:38:00,L25,17.36315611315962,78.4680404401642
V236,VH8324,No Helmet,Low,2024-03-06 15:18:00,L2,17.37311849713259,78.52327942714467
V237,VH3060,Signal Jump,High,2024-02-17 16:51:00,L2,17.425205264908257,78.51302705793904
V238,VH5335,Overspeeding,Low,2024-02-22 21:56:00,L29,17.38998715855305,78.4921394039575
V239,VH5369,No Helmet,Medium,2024-02-01 15:36:00,L4,17.393897283502827,78.51963891855326
V240,VH6636,Seat Belt Violation,Medium,2024-02-15 23:36:00,L5,17.429278805058047,78.43901750927728
V241,VH2110,Signal Jump,High,2024-03-09 06:25:00,L9,17.34653914440436,78.52303222704516
V242,VH8763,Signal Jump,Low,2024-03-06 06:57:00,L17,17.430102571896526,78.43800437423596
V243,VH9696,No Helmet,High,2024-03-04 14:24:00,L25,17.422914776461152,78.47318074774651
V244,VH9837,Seat Belt Violation,Low,2024-01-13 18:33:00,L23,17.428919797157278,78.51838892447101
V245,VH1191,No Helmet,Low,2024-02-15 23:31:00,L26,17.337412653670704,78.52647579727407
V246,VH9828,Signal Jump,High,2024-02-03 08:38:00,L2,17.415807718500155,78.47774212450294
V247,VH3256,Overspeeding,Medium,2024-01-15 14:53:00,L19,17.392965063120588,78.46526631734214
V248,VH5135,Wrong Parking,High,2024-03-02 00:25:00,L17,17.353778048503678,78.47916442689613
V249,VH3444,Seat Belt Violation,High,2024-01-11 23:21:00,L3,17.418819405615693,78.43677544790532
V250,VH5951,Wrong Parking,Medium,2024-01-21 10:31:00,L20,17.355933462701785,78.45739648374615
